Year,Country,Economic_Rank
1971,Uzbekistan,164
1971,Vanuatu,165
1971,Channel Islands,166
1971,Central Europe and the Baltics,166
1971,Chad,166
1971,Philippines,167
1971,Chile,168
1971,Uruguay,169
1972,Tajikistan,1
1972,Cyprus,2
1972,Curacao,3
1972,Slovenia,4
1972,Small states,4
1972,Solomon Islands,4
1972,Cuba,5
1972,Croatia,6
1972,Estonia,7
1972,Euro area,8
1972,Eswatini,9
1972,Eritrea,9
1972,Ethiopia,9
1972,Europe & Central Asia (IDA & IBRD countries),10
1972,Europe & Central Asia,10
1972,Latvia,12
1972,Latin America & the Caribbean (IDA & IBRD countries),13
1972,Latin America & Caribbean (excluding high income),13
1972,Least developed countries: UN classification,13
1972,Latin America & Caribbean,14
1972,Lithuania,15
1972,Low & middle income,16
1972,Libya,16
1972,Lower middle income,16
1972,Low income,16
1972,Lebanon,18
1972,Lesotho,18
1972,Liberia,18
1972,Poland,19
1972,United Arab Emirates,20
1972,Montenegro,21
1972,United States,22
1972,Argentina,23
1972,Upper middle income,24
1972,Antigua and Barbuda,25
1972,Arab World,25
1972,Kosovo,26
1972,"Korea, Dem. People's Rep.",26
1972,Kyrgyz Republic,26
1972,Late-demographic dividend,26
1972,Lao PDR,26
1972,Samoa,28
1972,Rwanda,28
1972,Sweden,29
1972,Qatar,30
1972,Kuwait,31
1972,Puerto Rico,32
1972,Brazil,33
1972,Botswana,35
1972,British Virgin Islands,36
1972,Bolivia,37
1972,Serbia,38
1972,Suriname,39
1972,Sudan,39
1972,Sub-Saharan Africa,39
1972,Sub-Saharan Africa (IDA & IBRD countries),39
1972,Sub-Saharan Africa (excluding high income),39
1972,Bhutan,40
1972,North Macedonia,41
1972,Brunei Darussalam,42
1972,Burkina Faso,42
1972,Bulgaria,43
1972,Cabo Verde,44
1972,Burundi,44
1972,North America,45
1972,Switzerland,46
1972,Romania,47
1972,Azerbaijan,48
1972,Kazakhstan,49
1972,Kenya,50
1972,Kiribati,50
1972,Belarus,51
1972,"Bahamas, The",52
1972,Armenia,53
1972,Aruba,54
1972,Barbados,55
1972,Caribbean small states,56
1972,Cameroon,56
1972,Central African Republic,56
1972,Cambodia,56
1972,Israel,57
1972,Bermuda,58
1972,Belize,58
1972,Benin,58
1972,Mongolia,60
1972,Greece,61
1972,Canada,62
1972,Virgin Islands (U.S.),63
1972,World,63
1972,Zimbabwe,63
1972,Zambia,63
1972,"Yemen, Rep.",63
1972,Japan,64
1972,Thailand,65
1972,Sao Tome and Principe,67
1972,Senegal,67
1972,Tuvalu,68
1972,Uganda,68
1972,Equatorial Guinea,69
1972,China,70
1972,Ukraine,71
1972,Denmark,72
1972,Dominica,73
1972,Dominican Republic,73
1972,Djibouti,73
1972,Early-demographic dividend,73
1972,El Salvador,74
1972,Singapore,75
1972,Jamaica,76
1972,Timor-Leste,77
1972,Togo,77
1972,Tanzania,77
1972,New Zealand,78
1972,Saudi Arabia,78
1972,Bangladesh,79
1972,Sint Maarten (Dutch part),80
1972,Sierra Leone,80
1972,Gibraltar,81
1972,Grenada,81
1972,Guam,81
1972,Guatemala,81
1972,Middle income,82
1972,Guinea-Bissau,83
1972,Guinea,83
1972,Moldova,84
1972,Middle East & North Africa (excluding high income),85
1972,Morocco,86
1972,OECD members,88
1972,Oman,88
1972,Myanmar,89
1972,Mozambique,89
1972,Ghana,90
1972,New Caledonia,91
1972,Belgium,93
1972,Albania,94
1972,Angola,94
1972,Africa Eastern and Southern,94
1972,Africa Western and Central,94
1972,Afghanistan,94
1972,IDA only,95
1972,Nigeria,96
1972,IDA total,97
1972,Niger,98
1972,Nicaragua,99
1972,Bahrain,100
1972,European Union,101
1972,Europe & Central Asia (excluding high income),101
1972,Fiji,101
1972,Fragile and conflict affected situations,101
1972,Hungary,102
1972,France,103
1972,French Polynesia,104
1972,Isle of Man,105
1972,IDA blend,106
1972,IBRD only,107
1972,IDA & IBRD total,107
1972,Germany,108
1972,United Kingdom,109
1972,Finland,110
1972,Tunisia,110
